question,references
What is the purpose of the WHICHRUN computer program as described in the text?,"[{""content"": ""Banks MA  Eichert W   WHICHRUN (version 3.2): A computer program for population assignment of individuals based on multilocus genotype data"", ""start_index"": 117005, ""end_index"": 117144}]"
What advancements in the understanding of malaria biology are discussed in these articles?,"[{""content"": ""Serial analysis of gene expression in Plasmodium falciparum  reveals the global expression profile of erythrocytic stages and the presence of anti-sense transcripts in the malarial parasite"", ""start_index"": 85424, ""end_index"": 85613}, {""content"": ""Motile systems in malaria merozoites: How is the red blood cell invaded?"", ""start_index"": 85716, ""end_index"": 85788}, {""content"": ""The apical organelles of malaria merozoites: Host cell selection, invasion, host immunity and immune evasion"", ""start_index"": 86299, ""end_index"": 86407}, {""content"": ""Protein synthesis in the plastid of Plasmodium falciparum"", ""start_index"": 87077, ""end_index"": 87134}]"
What determines the degradation rate of β-catenin in the absence of a Wnt signal?,"[{""content"": ""In the absence of Wnt, GSK3\u03b2 bound to axin phosphorylates \u03b2-catenin bound to both axin and APC. Phosphorylated \u03b2-catenin is a substrate for ubiquitination and subsequent degradation through the F-box protein \u03b2-TRCP, which is part of an SCF ubiquitin ligase complex"", ""start_index"": 384213, ""end_index"": 384477}]"
What does robust molecular oscillation of brain clock neurons in DD suggest about certain brain locations?,"[{""content"": ""The insufficiency of LNv molecular rhythmicity indicates that one or more additional groups of rhythmic clock neurons are required for behavioral rhythmicity"", ""start_index"": 139671, ""end_index"": 139828}, {""content"": ""The criterion of maintaining persistent and robust molecular rhythms in DD therefore suggests that only a limited set of brain locations are likely to be free-running pacemaker candidates"", ""start_index"": 140291, ""end_index"": 140478}]"
What components are needed for V(D)J recombination as detailed in the PubMed texts?,"[{""content"": ""proteins, RAG1 and RAG2, presumably together with the accessory DNA-binding factor HMG-1/2, bind recombination signal sequences (RSSs) located adjacent to each rearranging gene element"", ""start_index"": 276840, ""end_index"": 277024}, {""content"": ""RSSs are an essential part of V(D)J recombination, as their presence is both necessary and sufficient to direct RAG-mediated recombination on artificial substrates"", ""start_index"": 277633, ""end_index"": 277796}]"
Which ARNO mutants showed reduced effects on insulin-induced PLD activity?,"[{""content"": ""Fig. 6 shows that the overexpression of the wild type ARNO significantly increased insulin-induced PLD activity when compared with that of non-transfected cells. In contrast, the overexpression of the indicated ARNO mutants significantly decreased the ability of insulin to stimulate PLD"", ""start_index"": 246657, ""end_index"": 246944}]"
What role does the VPAC(2) receptor play in circadian function in mice?,"[{""content"": ""Harmar A  Marston H  Shen S  Spratt C  West K    The VPAC(2) receptor is essential for circadian function in the mouse suprachiasmatic nuclei Cell 2002 109 497 508 12086606 "", ""start_index"": 167852, ""end_index"": 168025}]"
How many topologies did the seven analyses produce based on various combinations of data and methods?,"[{""content"": ""We constructed trees based on several combinations of data and methods (see Materials and Methods), with the aim of generating a set of candidate topologies for the organismal phylogeny. These seven analyses produced a total of six topologies (numbered 1\u20136 in Figure 2)"", ""start_index"": 185465, ""end_index"": 185734}]"
What method was used to determine homologous genes from protein bit score ratios?,"[{""content"": ""To determine a threshold to group genes into a family, we examined the distribution of the ratio of the bit score to the maximal (self) bit score based on the proteins of E. coli compared against proteins of the 12 genomes (Figure 6)"", ""start_index"": 207891, ""end_index"": 208124}, {""content"": ""Thus, in order to apply a stringent criterion for homology, we inferred as homologous genes those presenting a bit score value higher or equal to 30% of the maximal bit score"", ""start_index"": 208644, ""end_index"": 208818}, {""content"": ""A protein was included in a family if this criterion was satisfied for at least one member"", ""start_index"": 208820, ""end_index"": 208910}]"
What are the key domains involved in ARNO's interaction with the insulin receptor for PLD activation?,"[{""content"": ""Therefore, our data support the hypothesis that the activation of PLD by insulin is mediated by ARF-GEFs of the cytohesin/ARNO family by a mechanism that involves the interaction of the PH and CC domains of these GEFs with some specific cellular targets"", ""start_index"": 252172, ""end_index"": 252425}, {""content"": ""This result was somewhat surprising since these deletion mutants contain an intact Sec7 domain and, therefore, would have been expected to support ARF and PLD activity. However, this was not the case, suggesting that all regions of ARNO play an important role in the regulation of this protein"", ""start_index"": 253081, ""end_index"": 253374}, {""content"": ""Consistently, the presence of an ARNO-like activity and ARNO in the immunoprecipitated materials was confirmed by biochemical experiments"", ""start_index"": 254329, ""end_index"": 254466}, {""content"": ""Our data strongly support the idea that both CC and PH domains play a crucial role in this phenomenon"", ""start_index"": 254970, ""end_index"": 255071}]"
What are the effects of falcipain 1 according to the 2002 study in Science?,"[{""content"": ""Greenbaum DC  Baruch A  Grainger M  Bozdech Z  Medzihradszky KF    A role for the protease falcipain 1 in host cell invasion by the human malaria parasite Science 2002 298 2002 2006 12471262 "", ""start_index"": 82237, ""end_index"": 82428}]"
How does the sequence of spacers influence the protein-DNA contacts required for paired complex formation?,"[{""content"": ""PC formation requires the recognition of the partner RSS with respect to its spacer length, and thus it is plausible that the sequence of spacers influences the protein\u2013DNA contacts required for this compatibility test"", ""start_index"": 314730, ""end_index"": 314948}]"
"How many genetic mutants were sequenced to identify mutations in specific genes, and which genes had confirmed mutations?","[{""content"": ""In total, we sequenced 42 predicted genes for the 21 genetic mutants (Table S3)"", ""start_index"": 493719, ""end_index"": 493798}, {""content"": ""For seven of these\u2014bli-3, bli-5, dpy-4, dpy-6, dpy-9, rol-3, and unc-108\u2014we found a mutation in one of the sequenced genes (Table 4)"", ""start_index"": 493800, ""end_index"": 493932}]"
What evidence supports the hypothesis of a single lateral gene transfer event involving the bioB and mviN genes in Pseudomonas?,"[{""content"": ""the hypothesis of a single transfer in an ancestor of Pseudomonas could not be rejected for either gene based on the results of the SH test after removal of Pseudomonas from the alignments and from topology 5 and other widely supported phylogenies"", ""start_index"": 189126, ""end_index"": 189373}, {""content"": ""In addition, we searched GenBank for homologous genes in other species of Pseudomonas and built trees using NJ and the Poisson correction (Figure 4B)"", ""start_index"": 189545, ""end_index"": 189694}, {""content"": ""In each case, Pseudomonas species are grouped and display the same position as in the trees, based only on the 13 sequenced genomes (Figure 4A)"", ""start_index"": 189696, ""end_index"": 189839}, {""content"": ""Moreover, the bootstrap support was high for the grouping of Pseudomonas with Vibrio in the BioB tree and for the grouping of Pseudomonas with the enteric bacteria in the MviN tree"", ""start_index"": 189841, ""end_index"": 190021}]"
What institutions provided support for the phylogenetic analysis of γ-Proteobacteria?,"[{""content"": ""Support came from National Science Foundation Biocomplexity grant number 9978518"", ""start_index"": 213676, ""end_index"": 213756}]"
How was periodicity determined in the yeast cell cycle data?,"[{""content"": ""The percent of power in the maximum frequency of the FFT power spectrum was used to determine periodicity of the yeast cell cycle data from Spellman et al. (1998)"", ""start_index"": 71054, ""end_index"": 71216}]"
How do RIC scores predict RSS quality?,"[{""content"": ""RIC scores provide a powerful tool for the prediction of RSS quality based on nucleotide sequence"", ""start_index"": 323573, ""end_index"": 323670}, {""content"": ""This method generates statistical predictions of RSS function based on the physiologic 12- and 23-RSSs in the mouse antigen receptor gene loci"", ""start_index"": 323672, ""end_index"": 323814}, {""content"": ""RIC scores accurately predicted the relative efficiencies with which RSSs were bound, cleaved, and rearranged"", ""start_index"": 323830, ""end_index"": 323939}, {""content"": ""Interestingly, the capacity of RIC models to predict RSS quality is not restricted to sequence variability in the conserved RSS heptamer and nonamer; RIC scores also predict the effects of the RSS spacer sequence on RSS function with considerable accuracy"", ""start_index"": 323972, ""end_index"": 324227}]"
What are the different ways that scaffold proteins axin and APC promote the formation of degradation complexes?,"[{""content"": ""An insight from our model, which we confirmed experimentally, is that the two scaffold proteins axin and APC promote the formation of degradation complexes in very different ways"", ""start_index"": 379884, ""end_index"": 380062}]"
What challenges do researchers face in malaria treatment due to P. falciparum?,"[{""content"": ""there are few antimalarial chemotherapeutics available that serve as both prophylaxis and treatment"", ""start_index"": 4263, ""end_index"": 4362}, {""content"": ""a worldwide increase in P. falciparum strains resistant to the mainstays of antimalarial treatment (Ridley 2002)"", ""start_index"": 4401, ""end_index"": 4513}, {""content"": ""the search for a malaria vaccine has thus far been unsuccessful"", ""start_index"": 4528, ""end_index"": 4591}]"
How was the cutoff to define gene families determined in the study on γ-Proteobacteria?,"[{""content"": ""To determine a threshold to group genes into a family, we examined the distribution of the ratio of the bit score to the maximal (self) bit score based on the proteins of E. coli compared against proteins of the 12 genomes (Figure 6)"", ""start_index"": 207891, ""end_index"": 208124}, {""content"": ""In each case, the distribution showed a clear bimodal pattern with a first peak of low similarity values, which is constant among comparisons and therefore probably represents random matches, and a second peak of higher similarity values, representing true homologous genes"", ""start_index"": 208126, ""end_index"": 208399}, {""content"": ""For comparisons of E. coli proteins with those of the most distant species in our set, such as Vibrio, Xanthomonas, Xylella, and Pseudomonas, the separation of the two portions of the distribution occurs at about 30% of the maximal bit score"", ""start_index"": 208401, ""end_index"": 208642}, {""content"": ""Thus, in order to apply a stringent criterion for homology, we inferred as homologous genes those presenting a bit score value higher or equal to 30% of the maximal bit score"", ""start_index"": 208644, ""end_index"": 208818}]"
What enzymes were expressed for the protein expression study mentioned in the text?,"[{""content"": ""Protein expression.\nRecombinant GST-RAG2, MBP-RAG1, and HMG2 were expressed and purified as described previously (Spanopoulou et al. 1996; Eastman et al. 1999; Rodgers et al. 1999)"", ""start_index"": 329786, ""end_index"": 329966}]"
What gene groups are associated with the ring and early-trophozoite stage in the P. falciparum IDC?,"[{""content"": ""Following invasion, approximately 950 ORFs are induced during the ring and early trophozoite stage, including genes associated with the cytoplasmic transcriptional and translational machinery, glycolysis and ribonucleotide biosynthesis (Figure 2B\u20132E)"", ""start_index"": 19167, ""end_index"": 19417}, {""content"": ""Another set of 33 ORFs with homology to components of the translational machinery displayed an entirely distinct expression pattern, being induced during the late-trophozoite and early-schizont stage"", ""start_index"": 21138, ""end_index"": 21337}, {""content"": ""In addition to transcription and translation, genes involved in several basic metabolic pathways were also induced during the ring and early-trophozoite stage, including glycolysis and ribonucleotide biosynthesis (Figure 2D and 2E)"", ""start_index"": 22205, ""end_index"": 22436}]"
What methods were used to transfect 293T cells for the genetic screen of functional spacer sequences?,"[{""content"": ""293T cells were transfected with the plasmid library and RAG or pEBB constructs as described in the Results"", ""start_index"": 328691, ""end_index"": 328798}]"
How are ARF and PLD activated by insulin according to the research?,"[{""content"": ""Small ARF-GEFs of the cytohesin/ARNO family mediate the activation of ARF and PLD by the insulin receptor"", ""start_index"": 235574, ""end_index"": 235679}]"
Which bacterial genomes were analyzed in the cited study?,"[{""content"": ""ra aphidicola APS (NC_002528; Shigenobu et al. 2000), Haemophilus influenzae Rd (NC_000907; Fleischmann et al. 1995), Pasteurella multocida Pm70 (NC_002663; May et al. 2001), Salmonella typhimurium LT2 (NC_003197; McClelland et al. 2001), Yersinia pestis CO_92 (NC_003143; Parkhill et al. 2000), Yersinia pestis KIM5 P12 (NC_004088; Deng et al. 2002), Vibrio cholerae (NC_002505 for chromosome 1 and NC_002506 for chromosome 2; Heidelberg et al. 2000), Xanthomonas axonopodis pv. citri 306 (NC_003919; da Silva et al. 2002), Xanthomonas campestris (NC_003902; da Silva et al. 2002), Xylella fastidiosa 9a5c (NC_002488; Simpson et al. 2000), Pseudomonas aeruginosa PA01 (NC_002516; Stover et al. 2000), and Wigglesworthia glossinidia brevipalpis (NC_004344; Akman et al. 2002)"", ""start_index"": 205224, ""end_index"": 205999}]"
"Who contributed to the in vitro ARF activation, ARNO translocation, and PLD assays?","[{""content"": ""Kuntala Shome carried out some in vitro ARF activation, ARNO translocation and PLD assays"", ""start_index"": 263880, ""end_index"": 263969}, {""content"": ""Hai-Sheng Li made a CC-ARNO mutant; carried out imaging analysis; and participated in the ARNO/ARF translocation and PLD assays"", ""start_index"": 264202, ""end_index"": 264329}]"
How were the pSJΔ series of substrates for the in vivo recombination and in vitro cleavage assays created?,"[{""content"": ""The pSJ\u0394 series of substrates for the in vivo recombination and in vitro cleavage assays was created as follows: pSF299 (Fugmann and Schatz 2001) was modified to create p299-J\u03b22.6 by replacing the original 12-RSS with a J\u03b22.6 12-RSS such that the 12/23-RSS pair is in deletional orientation; for all other substrates, the 12-RSS of p299-J\u03b22.6, flanked by HindIII and SalI sites, was replaced with the respective annealed oligonucleotides (see Table S1)"", ""start_index"": 325990, ""end_index"": 326442}]"
What are the roles of phospholipases mentioned in the articles?,"[{""content"": ""Phosphatidic acid formation by phospholipase D is required for transport from the endoplasmic reticulum to the Golgi complex"", ""start_index"": 266047, ""end_index"": 266171}, {""content"": ""Phospholipase D is present on Golgi-enriched membranes and its activation by ADP ribosylation factor is sensitive to brefeldin A"", ""start_index"": 266252, ""end_index"": 266380}, {""content"": ""Phospholipase D and cell signaling"", ""start_index"": 266446, ""end_index"": 266480}, {""content"": ""Phosphatidylcholine breakdown and signal transduction"", ""start_index"": 266535, ""end_index"": 266588}, {""content"": ""Phospholipase D2, a distinct phospholipase D isoform with novel regulatory properties that provokes cytoskeletal reorganization"", ""start_index"": 266727, ""end_index"": 266854}]"
What global impact does malaria have in endemic countries?,"[{""content"": ""In many endemic countries, malaria is responsible for economic stagnation, lowering the annual economic growth in some regions by up to 1.5% (Sachs and Malaney 2002)"", ""start_index"": 3924, ""end_index"": 4089}]"
What does the P. falciparum IDC resemble in terms of genome expression?,"[{""content"": ""the P. falciparum IDC resembles the transcriptome of the early stages of Drosophila melanogaster development, which incorporates the expression of over 80% of its genome as well"", ""start_index"": 55893, ""end_index"": 56070}]"
What are some gene families encoded by Plasmodium falciparum that could potentially encode variant antigens?,"[{""content"": ""stevor  and rif  are Plasmodium falciparum  multicopy gene families which potentially encode variant antigens"", ""start_index"": 79409, ""end_index"": 79518}]"
What features of the genes studied are thought to make them resistant to lateral gene transfer?,"[{""content"": ""The main functional feature distinguishing the set is likely to be essentiality, owing to the requirement of presence in all 13 genomes, including the reduced symbiont genomes"", ""start_index"": 199693, ""end_index"": 199868}, {""content"": ""For the goal of selecting genes that reflect organismal phylogeny through vertical descent, our criteria (single copy and ubiquitous) appear to be more reliable than criteria based on functional information (informational genes, translational genes, etc.)"", ""start_index"": 199870, ""end_index"": 200125}]"
What role do B and T cells play in the human immune system according to the study?,"[{""content"": ""Two heavy hitters of the immune system\u2014B and T cells\u2014each produce unique protein receptors that specifically recognize and mediate the killing of the variety of potential foreign invaders, or antigens"", ""start_index"": 342640, ""end_index"": 342840}]"
What findings indicate the presence of anti-sense transcripts in Plasmodium falciparum?,"[{""content"": ""Serial analysis of gene expression in Plasmodium falciparum  reveals the global expression profile of erythrocytic stages and the presence of anti-sense transcripts in the malarial parasite"", ""start_index"": 85424, ""end_index"": 85613}]"
What techniques were utilized to measure transcript abundance throughout the IDC of P. falciparum?,"[{""content"": ""To measure the relative abundance of mRNAs throughout the IDC, total RNA from each timepoint was compared to an arbitrary reference pool of total RNA from all timepoints in a standard two-color competitive hybridization"", ""start_index"": 11659, ""end_index"": 11878}]"
What role does the TCA cycle play in P. falciparum according to Gardner et al. 2002 and Sherman 1998?,"[{""content"": ""boxylic acid (TCA) cycle were detected in the Plasmodium genome (Gardner et al. 2002), although earlier studies indicate an unconventional function for this metabolic cycle. These studies suggest that the TCA cycle does not play a major role in the oxidation of glycolytic products"", ""start_index"": 26636, ""end_index"": 26917}, {""content"": ""Instead, it is essential for the production of several metabolic intermediates, such as succinyl-CoA, a precursor of porphyrin biosynthesis (Sherman 1998)"", ""start_index"": 26919, ""end_index"": 27073}]"
How do spacer sequences influence recombination activity according to the studies?,"[{""content"": ""Based on comprehensive sequence alignments showing a small but significant degree of spacer sequence conservation (Ramsden et al. 1994), a few studies demonstrated reproducible effects of up to 6-fold of naturally occurring spacers on recombination levels (Fanning et al. 1996; Nadel et al. 1998)"", ""start_index"": 316731, ""end_index"": 317027}, {""content"": ""In transient transfection assays, we infer a much wider range of recombination efficiencies solely due to differences in spacer sequence"", ""start_index"": 317029, ""end_index"": 317165}, {""content"": ""Strikingly, we observe that spacer sequence variably affects RSS activity depending on the extent to which each nucleotide of the spacer matches either the most- or the least-conserved nucleotide"", ""start_index"": 317167, ""end_index"": 317362}]"
What is the role of the spacer in the V(D)J recombination process?,"[{""content"": ""Each RSS is made up of three components: the nonamer, which controls the ability of proteins to bind to the gene fragments and initiate recombination; the heptamer, which directs the splicing of the gene fragment; and the spacer, which regulates how the gene fragments are recombined"", ""start_index"": 343908, ""end_index"": 344191}, {""content"": ""While it has been established that spacers, as their name suggests, ensure that the space between the nonamer and heptamer is correct, the researchers show that spacers also regulate recombination activity by providing protein-binding sites along the DNA sequences that affect recombination"", ""start_index"": 344360, ""end_index"": 344650}, {""content"": ""While the nonamer is the most important determinant of recombination, changes in the spacer, these researchers demonstrate, produced dramatic changes in the ability of the gene fragments to recombine"", ""start_index"": 344652, ""end_index"": 344851}]"
